id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1581996673706098689,1581996673706098689,2022-10-17 13:12:53 UTC,2022-10-17,13:12:53,+0000,1446104962279219200,portalyogya,portalyogya.com,,"Akun media sosial PSSI tidak lagi mengunggah foto atau video hitam putih, hal itu sejalan santernya desakan netizen agar Iwan Bule munndur.  #PortalYogya #iwanbuleout #pssiwajibtanggungjawab #kanjuruhan    https://t.co/FjlU5JPCR3",in,[],['https://www.portalyogya.com/nasional/pr-2085228090/desakan-mundur-iwan-bule-dan-jajaran-pssi-santer-medsos-pssi-tak-lagi-pakai-foto-duka-tragedi-kanjuruhan'],[],0,0,0,"['portalyogya', 'iwanbuleout', 'pssiwajibtanggungjawab', 'kanjuruhan']",[],https://twitter.com/portalyogya/status/1581996673706098689,False,,0,,,,,,,,[],,,,
1581991718999576576,1581991718999576576,2022-10-17 12:53:12 UTC,2022-10-17,12:53:12,+0000,1452580469791281155,jatimnews_id,Jatim News,,Pemerintah memutuskan melakukan renovasi atau rehabilitasi total pada Stadion Kanjuruhan Kabupaten Malang. Usai tragedi maut yang menewaskan 132 korban jiwa. Hal ini dilakukan sebagai upaya untuk meningkatkan keselamatan para penonton di Stadion Kanjuruhan.  #Kanjuruhan #malang  https://t.co/9m4lVdPs2J,in,[],[],['https://pbs.twimg.com/media/FfRcyiRVUAEWbxR.jpg'],0,0,0,"['kanjuruhan', 'malang']",[],https://twitter.com/jatimnews_id/status/1581991718999576576,False,,1,https://pbs.twimg.com/media/FfRcyiRVUAEWbxR.jpg,,,,,,,[],,,,
1581991149295673347,1581991149295673347,2022-10-17 12:50:56 UTC,2022-10-17,12:50:56,+0000,18071520,antaranews,antaranews.com,,"Penasihat hukum Security Officer Arema FC Suko Sutrisno, Agus Salim Ghozali, mengatakan bahwa tidak ada penutupan pintu Stadion Kanjuruhan oleh kliennya, baik berupa instruksi maupun secara langsung. #Kanjuruhan   https://t.co/YqKpJhLRBX",in,[],['https://m.antaranews.com/berita/3184705/security-tak-ada-penutupan-pintu-stadion-saat-tragedi-kanjuruhan'],[],0,0,4,['kanjuruhan'],[],https://twitter.com/antaranews/status/1581991149295673347,False,,0,,,,,,,,[],,,,
1581983775151788032,1581818221635960832,2022-10-17 12:21:38 UTC,2022-10-17,12:21:38,+0000,1382279455872143363,anggaserviam,Angga,,Atau (mungkin) dimasukin pas post-production. Semacam “pesan” agar tidak mengulang tragedi perih #kanjuruhan di pelaksanaan Piala Dunia Qatar.  Jadi … mirip-mirip PIXAR yang selalu ngasih hint utk film animasi yang akan tayang di masa mendatang.,in,[],[],[],0,0,0,['kanjuruhan'],[],https://twitter.com/anggaserviam/status/1581983775151788032,False,,0,,,,,,,,[],,,,
1581983770894536704,1581818221635960832,2022-10-17 12:21:37 UTC,2022-10-17,12:21:37,+0000,1382279455872143363,anggaserviam,Angga,,Dari timeline produksinya ahensi gak berkorelasi sm tragedi #kanjuruhan.  https://t.co/J5eIdGHDUQ,in,[],[],['https://pbs.twimg.com/media/FfRV2jYaAAAGrlX.jpg'],1,0,0,['kanjuruhan'],[],https://twitter.com/anggaserviam/status/1581983770894536704,False,,1,https://pbs.twimg.com/media/FfRV2jYaAAAGrlX.jpg,,,,,,,[],,,,
1581981438328463360,1581981438328463360,2022-10-17 12:12:21 UTC,2022-10-17,12:12:21,+0000,1476693997,mcaops,☝🏾𝗠𝘂𝘀𝗹𝗶𝗺 𝗖𝘆𝗯𝗲𝗿 𝗔𝗿𝗺𝘆 ☪,,"KPPPA mengungkapkan jumlah anak yang menjadi korban meninggal dunia dalam tragedi di Stadion Kanjuruhan, Kabupaten Malang, Jawa Timur, menjadi 43 anak.   https://t.co/Zi85F6Ra4J #StopPoliceBrutality #Kanjuruhan #UsutTuntasTragediKanjuruhan #UsutTuntas",in,[],['https://suaraislam.id/kpppa-43-anak-meninggal-dalam-tragedi-kanjuruhan/'],[],5,102,210,"['stoppolicebrutality', 'kanjuruhan', 'usuttuntastragedikanjuruhan', 'usuttuntas']",[],https://twitter.com/MCAOps/status/1581981438328463360,False,,0,,,,,,,,[],,,,
1581975891680559109,1581975891680559109,2022-10-17 11:50:18 UTC,2022-10-17,11:50:18,+0000,812638407201472513,anonfans62,Anon Fans,,Berawal dari CCTV #KM50 berlanjut ke CCTV Duren3 berakhir ke CCTV #kanjuruhan. Ada apa dg CCTV ? Cctv merupakan alat bukti yang kuat dan hanya pelaku kejahatan lah yang berani mengotak Atik hasil rekaman CCTV.  https://t.co/AvbVxrXoAk,in,[],[],"['https://pbs.twimg.com/media/FfROrpsaAAAzzZU.jpg', 'https://pbs.twimg.com/media/FfROr78aAAEHF8o.jpg']",0,0,0,"['km50', 'kanjuruhan']",[],https://twitter.com/AnonFans62/status/1581975891680559109,False,,1,https://pbs.twimg.com/media/FfROrpsaAAAzzZU.jpg,,,,,,,[],,,,
1581968011099242496,1581968011099242496,2022-10-17 11:19:00 UTC,2022-10-17,11:19:00,+0000,1446104962279219200,portalyogya,portalyogya.com,,Aremania mengambil sikap keberatan sekaligus menolak rekomendasi TGIPF terkait penyelidikan suporter dalam tragedi Kanjuruhan. Baca disini.  #PortalYogya #kanjuruhan    https://t.co/R6SVWiqCJd,in,[],['https://www.portalyogya.com/nasional/pr-2085226772/tgipf-beri-rekomendasi-selidiki-suporter-dalam-tragedi-kanjuruhan-begini-respon-dari-aremania'],[],0,0,0,"['portalyogya', 'kanjuruhan']",[],https://twitter.com/portalyogya/status/1581968011099242496,False,,0,,,,,,,,[],,,,
1581963231840505858,1581963231840505858,2022-10-17 11:00:00 UTC,2022-10-17,11:00:00,+0000,1541272197591089152,soclyfecom,SOCLyfe,,"Dibela STY Habis-Habisan, Inilah Sosok Iwan Bule, Purnawirawan Polri yang Menjabat Ketum PSSI @soclyfecom  https://t.co/0OwL1EWOKu #MochamadIriawan #iwanbule #biodataiwanbule #ketuapssi #shintaeyong #STY #pelatihkesebelasanSTY #kanjuruhan #insidenkanjuruhan #tragedikanjuruhan  https://t.co/w6inYzC1Qp",in,"[{'screen_name': 'soclyfecom', 'name': 'soclyfe', 'id': '1541272197591089152'}]",['https://www.soclyfe.com/baca/dibela-sty-habis-habisan-inilah-sosok-iwan-bule-purnawirawan-polri-yang-menjabat-ketum-pssi'],['https://pbs.twimg.com/media/FfPcP1fVIAEQJXS.jpg'],0,0,0,"['mochamadiriawan', 'iwanbule', 'biodataiwanbule', 'ketuapssi', 'shintaeyong', 'sty', 'pelatihkesebelasansty', 'kanjuruhan', 'insidenkanjuruhan', 'tragedikanjuruhan']",[],https://twitter.com/soclyfecom/status/1581963231840505858,False,,1,https://pbs.twimg.com/media/FfPcP1fVIAEQJXS.jpg,,,,,,,[],,,,
1581961768565211136,1581961768565211136,2022-10-17 10:54:11 UTC,2022-10-17,10:54:11,+0000,1576457243725205507,epanekbew,pan,,"""TaPi KaN iNi SaLaH GaS aIr MaTa"" ""iNi kAn SuDaH tRadisi KaMi tUrun Ke LaPaNgAn.""  Ucap suporter yg gamau diperiksa tapi klo soal desak org lain bahkan presiden disuruh minta maaf no 1 diperiksa gamau chuaksss. #kanjuruhan #aremania",in,[],[],[],0,0,0,"['kanjuruhan', 'aremania']",[],https://twitter.com/epanekbew/status/1581961768565211136,False,,0,,,,,,,,[],,,,
1581960891733790720,1581960891733790720,2022-10-17 10:50:42 UTC,2022-10-17,10:50:42,+0000,1508829270621450242,olechampions,Ole.Champions,,"Stadion Kanjuruhan Direnovasi, Arema FC Dipersilakan Boyongan ke Stadion Gajayana.  Suka dengan konten @OleChampions ? yuk, Dukung terus OLE.Champions dengan Follow, Like dan Komen kontennya ya Gengs!#olechampions #AremaFC #ole777 #persebaya #KanjuruhanDisaster  #kanjuruhan  https://t.co/kr5s3avew6",in,"[{'screen_name': 'olechampions', 'name': 'ole.champions', 'id': '1508829270621450242'}]",[],[],0,0,0,"['olechampions', 'aremafc', 'ole777', 'persebaya', 'kanjuruhandisaster', 'kanjuruhan']",[],https://twitter.com/OleChampions/status/1581960891733790720,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1581960833307127808/pu/img/OHxHkjghEBkQHU0S.jpg,,,,,,,[],,,,
1581948772992839682,1581948772992839682,2022-10-17 10:02:33 UTC,2022-10-17,10:02:33,+0000,1204303690061844481,rakyatdotnews,Rakyat News,,"Menko PMK Respon Isu Penghentian Biaya Perawatan Korban Kanjuruhan : Bohong: JAKARTA – Kabar yang menyebutkan bahwa pemerintah menghentikan biaya perawatan korban dari tragedi Kanjuruhan, Malang dibantah oleh Menteri…  https://t.co/3ZjrQIvkDC #Berita #Kanjuruhan #MenkoPMK",in,[],['http://dlvr.it/SbClMr'],[],0,0,0,"['berita', 'kanjuruhan', 'menkopmk']",[],https://twitter.com/RakyatdotNews/status/1581948772992839682,False,,0,,,,,,,,[],,,,
1581947387572289536,1581947387572289536,2022-10-17 09:57:03 UTC,2022-10-17,09:57:03,+0000,1175237100125343745,bb_sports_id,BolaBanget Sports Indonesia,,"Minta Keterangan Persebaya soal Tragedi Kanjuruhan, Ini yang Ditanyakan Komnas HAM  https://t.co/EnqsmNE8xc baca juga berita dari media lainnya di Indonesia di  https://t.co/GkwQxScVr9   #kanjuruhan #komnasham #persebayasurabaya #vivabola #tragedikanjuruhan #aremafc",in,[],"['https://www.viva.co.id/bola/liga-indonesia/1533494-minta-keterangan-persebaya-soal-tragedi-kanjuruhan-ini-yang-ditanyakan-komnas-ham', 'https://bolabanget.id']",[],0,0,0,"['kanjuruhan', 'komnasham', 'persebayasurabaya', 'vivabola', 'tragedikanjuruhan', 'aremafc']",[],https://twitter.com/bb_sports_id/status/1581947387572289536,False,,0,,,,,,,,[],,,,
1581947092872105984,1581947092872105984,2022-10-17 09:55:52 UTC,2022-10-17,09:55:52,+0000,89877164,fajaronline,fajar online,,"Tragedi Kanjuruhan, Ketum PSSI Iwan Bule Bakal Diperiska Besok  https://t.co/GhGZSFv3RN #IwanBule #Kanjuruhan #KetumPSSI #tragedi",in,[],['https://fajar.co.id/2022/10/17/tragedi-kanjuruhan-ketum-pssi-iwan-bule-bakal-diperiska-besok/'],[],0,0,0,"['iwanbule', 'kanjuruhan', 'ketumpssi', 'tragedi']",[],https://twitter.com/fajaronline/status/1581947092872105984,False,,0,,,,,,,,[],,,,
1581939014973591552,1581939014973591552,2022-10-17 09:23:46 UTC,2022-10-17,09:23:46,+0000,18071520,antaranews,antaranews.com,,"Komnas HAM akan hadiri proses ekshumasi korban Tragedi Kanjuruhan yang ditujukan untuk mencari penyebab kematian, salah satunya mencari tahu kadar gas air mata yang ditembakkan. #Kanjuruhan    https://t.co/7mS4RXMZ8q",in,[],['https://www.antaranews.com/berita/3184037/komnas-ham-akan-hadiri-proses-ekshumasi-korban-tragedi-kanjuruhan'],[],0,1,0,['kanjuruhan'],[],https://twitter.com/antaranews/status/1581939014973591552,False,,0,,,,,,,,[],,,,
1581935791223504896,1581935791223504896,2022-10-17 09:10:58 UTC,2022-10-17,09:10:58,+0000,1453173401342779395,heraldindo,Herald.id,,Borneo FC kembali meliburkan aktivitas latihan tim Pesut Etam selama sepekan lantaran masih menunggu informasi terbaru dari operator liga mengenai kapan kompetisi Liga 1 musim ini kembali digulirkan. #bornefc #kanjuruhan #borneofclibur  https://t.co/6CcOFEocL7,in,[],['https://kaltim.herald.id/2022/10/17/borneo-fc-libur-latihan-selama-sepekan-ke-depan/'],[],0,0,0,"['bornefc', 'kanjuruhan', 'borneofclibur']",[],https://twitter.com/heraldindo/status/1581935791223504896,False,,0,,,,,,,,[],,,,
1581928132705021953,1581928132705021953,2022-10-17 08:40:32 UTC,2022-10-17,08:40:32,+0000,18071520,antaranews,antaranews.com,,"Hingga saat ini, tercatat ada tiga anak yang menjadi yatim piatu karena orang tua mereka meninggal dunia dalam tragedi Kanjuruhan. #kanjuruhan    https://t.co/5GztsfEFxa",in,[],['https://www.antaranews.com/berita/3183937/kpai-68-anak-korban-tragedi-kanjuruhan-diberi-penanganan-psikososial'],[],0,0,0,['kanjuruhan'],[],https://twitter.com/antaranews/status/1581928132705021953,False,,0,,,,,,,,[],,,,
1581923459990708225,1581923459990708225,2022-10-17 08:21:58 UTC,2022-10-17,08:21:58,+0000,874558344593195008,validnewsid,Validnews.id,,"TGIPF menemukan adanya rekaman CCTV yang hilang atau dihapus selama 3 jam, 21 menit, 54 detik. #TGIPF #CCTVdihapus #Kanjuruhan #Validnews  https://t.co/ilaV1h8cWm",in,[],['https://validnews.id/nasional/tgipf-ungkap-rekaman-cctv-kanjuruhan-dihapus'],[],0,0,0,"['tgipf', 'cctvdihapus', 'kanjuruhan', 'validnews']",[],https://twitter.com/validnewsid/status/1581923459990708225,False,,0,,,,,,,,[],,,,
1581919995918811137,1581919995918811137,2022-10-17 08:08:12 UTC,2022-10-17,08:08:12,+0000,1133725056608100352,pelancongtua,Duit K303 Di mana ?-Mosok Goib jg?,,"Percuma dong @erickthohir lobi iblis ke para pihak. Jd was was  ada ""pidato"" : ""Syukur lah, kita  Tak bersalah kasus #Kanjuruhan"" @FIFAcom  Trus PJ @PSSI maju trus, mumpung Gak di komen jokowi? krn Korps #Polri ya.. Ka @PSSI mundur aja. Mesti ada Hal terbaik di balik ini.",in,"[{'screen_name': 'erickthohir', 'name': 'erick thohir', 'id': '43088704'}, {'screen_name': 'fifacom', 'name': 'fifa.com', 'id': '140070953'}, {'screen_name': 'pssi', 'name': 'pssi', 'id': '2363027508'}, {'screen_name': 'pssi', 'name': 'pssi', 'id': '2363027508'}]",[],[],0,0,0,"['kanjuruhan', 'polri']",[],https://twitter.com/PelancongTua/status/1581919995918811137,False,https://twitter.com/CNNIndonesia/status/1581894731788795904,0,,,,,,,,[],,,,
1581912493626380288,1581912493626380288,2022-10-17 07:38:23 UTC,2022-10-17,07:38:23,+0000,1148133505110441984,detaxid,Detax ID,,[Hoax] Kesaksian Ibu Penjual Dawet Atas Tragedi #Kanjuruhan  https://t.co/PkpSaFsLol~ via @DetaxId,in,"[{'screen_name': 'detaxid', 'name': 'detax id', 'id': '1148133505110441984'}]",['https://www.detax.org/issue/hY'],[],0,0,0,['kanjuruhan'],[],https://twitter.com/DetaxId/status/1581912493626380288,False,,0,,,,,,,,[],,,,
1581897885364338688,1581897885364338688,2022-10-17 06:40:20 UTC,2022-10-17,06:40:20,+0000,18071520,antaranews,antaranews.com,,PSTI minta para pemangku kepentingan untuk ikut serta edukasi suporter lantaran edukasi kepada suporter dan panitia pelaksana pertandingan dinilai masih tergolong minim. #Kanjuruhan    https://t.co/hNDni68ymg,in,[],['https://www.antaranews.com/berita/3183617/psti-sebut-edukasi-suporter-cegah-tragedi-kanjuruhan-terulang'],[],1,0,0,['kanjuruhan'],[],https://twitter.com/antaranews/status/1581897885364338688,False,,0,,,,,,,,[],,,,
1581886196287823872,1581886196287823872,2022-10-17 05:53:53 UTC,2022-10-17,05:53:53,+0000,1244099492288196609,restamojokerto,MOJOKERTO KOTA,,Biddokes Polda Jatim Kunjungi Rumah Korban Tragedi Kanjuruhan  #Kanjuruhan #TragediKanjuruhan #BiddokesPoldaJatim #Mojokerto #PolresMojokertoKota #PolriPresisi #kotamojokerto #kabarmojokerto #JogoMojokertoKota #jatimbangkit #optimisjatimbangkit #updatemojokerto  https://t.co/Bu8slGElUZ,in,[],[],[],0,0,0,"['kanjuruhan', 'tragedikanjuruhan', 'biddokespoldajatim', 'mojokerto', 'polresmojokertokota', 'polripresisi', 'kotamojokerto', 'kabarmojokerto', 'jogomojokertokota', 'jatimbangkit', 'optimisjatimbangkit', 'updatemojokerto']",[],https://twitter.com/restamojokerto/status/1581886196287823872,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1581886109633589248/pu/img/duo29IBG6A0LZ8ta.jpg,,,,,,,[],,,,
1581881698954149888,1581881698954149888,2022-10-17 05:36:01 UTC,2022-10-17,05:36:01,+0000,1555267512463282177,agunghumas1,Agung Suprihandono,,"Biddokes Polda Jatim Kunjungi Rumah Korban Tragedi Kanjuruhan  _____   ""Bekerjalah dengan Baik dan Jangan Sakiti Hati Masyarakat” _____ DM atau Tag @polres_mojokerto_kota  . #Kanjuruhan #TragediKanjuruhan #BiddokesPoldaJatim #Mojokerto #PolresMojokertoKota  https://t.co/NdD04BAl6A",in,[],[],[],0,0,0,"['kanjuruhan', 'tragedikanjuruhan', 'biddokespoldajatim', 'mojokerto', 'polresmojokertokota']",[],https://twitter.com/Agunghumas1/status/1581881698954149888,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1581881625985843200/pu/img/5nnIYjYKIdin_0-M.jpg,,,,,,,[],,,,
1581876459089453056,1581876459089453056,2022-10-17 05:15:12 UTC,2022-10-17,05:15:12,+0000,1382213818370039808,koranjakarta_id,Koran Jakarta,,"Sebanyak 43 anak-anak menjadi korban meninggal dunia dalam tragedi kelam yang terjadi di Stadion Kanjuruhan, Malang, Jawa Timur.  #koranjakarta #kanjuruhan #malang #jawatimur #anak #PPPA #indonesia #news #update   https://t.co/dTHZBKDP4w",in,[],['https://koran-jakarta.com/kementerian-pppa-ungkap-43-anak-tewas-dalam-tragedi-kanjuruhan'],[],0,0,11,"['koranjakarta', 'kanjuruhan', 'malang', 'jawatimur', 'anak', 'pppa', 'indonesia', 'news', 'update']",[],https://twitter.com/koranjakarta_id/status/1581876459089453056,False,,0,,,,,,,,[],,,,
1581875720384499712,1581875720384499712,2022-10-17 05:12:16 UTC,2022-10-17,05:12:16,+0000,1312716266583412737,polsekkemlagi2,Polsekkemlagi,,Biddokes Polda Jatim Kunjungi Rumah Korban Tragedi Kanjuruhan  #Kanjuruhan #TragediKanjuruhan #BiddokesPoldaJatim #Mojokerto #PolresMojokertoKota #humaspolresmojokertokota #PolriPresisi #kotamojokerto #kabarmojokerto #JogoMojokertoKota #jatimbangkit #optimisjatimbangkit  https://t.co/HVRd4YW4Ia,in,[],[],[],0,0,0,"['kanjuruhan', 'tragedikanjuruhan', 'biddokespoldajatim', 'mojokerto', 'polresmojokertokota', 'humaspolresmojokertokota', 'polripresisi', 'kotamojokerto', 'kabarmojokerto', 'jogomojokertokota', 'jatimbangkit', 'optimisjatimbangkit']",[],https://twitter.com/Polsekkemlagi2/status/1581875720384499712,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1581875680853209088/pu/img/xGZvUtV-DEgJ3E4E.jpg,,,,,,,[],,,,
1581874409811619842,1581874409811619842,2022-10-17 05:07:03 UTC,2022-10-17,05:07:03,+0000,1445668764763131905,humaspralon,Polsek Prajuritkulon,,"Biddokes Polda Jatim Kunjungi Rumah Korban Tragedi Kanjuruhan  _____   ""Bekerjalah dengan Baik dan Jangan Sakiti Hati Masyarakat” _____ DM atau Tag @polres_mojokerto_kota  . #Kanjuruhan #TragediKanjuruhan #BiddokesPoldaJatim #Mojokerto #PolresMojokertoKota  https://t.co/EEmQq18zth",in,[],[],[],0,0,0,"['kanjuruhan', 'tragedikanjuruhan', 'biddokespoldajatim', 'mojokerto', 'polresmojokertokota']",[],https://twitter.com/humaspralon/status/1581874409811619842,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1581874336163852288/pu/img/_l8Ho4T9VmaPghyG.jpg,,,,,,,[],,,,
1581873098814410752,1581873098814410752,2022-10-17 05:01:51 UTC,2022-10-17,05:01:51,+0000,18071520,antaranews,antaranews.com,,"""Menurut kami, itu kegagalan koordinasi sehingga statuta FIFA informasinya tidak dapat diterima oleh, misalnya, pihak kepolisian,"" kata Paguyuban Suporter Timnas Indonesia (PSTI).  #Kanjuruhan #TragediKanjuruhan    https://t.co/Zsqfz4J8QG",in,[],['https://www.antaranews.com/berita/3183421/psti-tragedi-kanjuruhan-bentuk-kegagalan-koordinasi'],[],0,0,0,"['kanjuruhan', 'tragedikanjuruhan']",[],https://twitter.com/antaranews/status/1581873098814410752,False,,0,,,,,,,,[],,,,
